close_date,ApproveAfterChange,DirectlyApprove,Rejected,TotalReview,DirectlyApproveRate,ApproveAfterChangeRate,CloseToReleaseDate
2014-04-21,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-04-22,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-04-23,0.0,4.0,0.0,4.0,1.0,0.0,False
2014-04-25,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-05-06,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-05-08,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-05-09,0.0,2.0,0.0,2.0,1.0,0.0,False
2014-05-13,0.0,2.0,0.0,2.0,1.0,0.0,False
2014-05-20,0.0,6.0,0.0,6.0,1.0,0.0,False
2014-05-21,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-05-22,0.0,1.0,0.0,1.0,1.0,0.0,True
2014-05-23,0.0,4.0,0.0,4.0,1.0,0.0,True
2014-05-26,0.0,3.0,0.0,3.0,1.0,0.0,False
2014-05-30,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-06-03,0.0,2.0,0.0,2.0,1.0,0.0,False
2014-06-04,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-06-12,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-06-13,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-06-14,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-06-16,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-06-30,1.0,2.0,0.0,3.0,0.6666666666666666,0.3333333333333333,False
2014-07-03,1.0,2.0,0.0,3.0,0.6666666666666666,0.3333333333333333,False
2014-07-07,0.0,2.0,0.0,2.0,1.0,0.0,True
2014-07-10,0.0,2.0,1.0,3.0,0.6666666666666666,0.0,False
2014-07-15,0.0,2.0,0.0,2.0,1.0,0.0,False
2014-07-16,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-07-17,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-07-18,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-08-04,1.0,3.0,0.0,4.0,0.75,0.25,False
2014-08-07,0.0,1.0,1.0,2.0,0.5,0.0,False
2014-08-11,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-08-12,0.0,1.0,0.0,1.0,1.0,0.0,True
2014-08-13,0.0,3.0,0.0,3.0,1.0,0.0,True
2014-08-18,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-08-19,0.0,2.0,0.0,2.0,1.0,0.0,False
2014-08-21,0.0,8.0,0.0,8.0,1.0,0.0,True
2014-08-22,0.0,5.0,0.0,5.0,1.0,0.0,True
2014-08-25,0.0,2.0,0.0,2.0,1.0,0.0,False
2014-08-26,0.0,5.0,0.0,5.0,1.0,0.0,False
2014-08-27,0.0,3.0,0.0,3.0,1.0,0.0,False
2014-08-28,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-09-01,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-09-03,0.0,4.0,0.0,4.0,1.0,0.0,False
2014-09-15,1.0,1.0,1.0,3.0,0.3333333333333333,0.3333333333333333,True
2014-09-16,2.0,3.0,0.0,5.0,0.6,0.4,True
2014-09-18,0.0,1.0,0.0,1.0,1.0,0.0,True
2014-09-19,1.0,2.0,0.0,3.0,0.6666666666666666,0.3333333333333333,True
2014-10-07,1.0,0.0,0.0,1.0,0.0,1.0,False
2014-10-13,1.0,0.0,1.0,2.0,0.0,0.5,False
2014-10-14,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-10-15,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-10-16,1.0,0.0,0.0,1.0,0.0,1.0,False
2014-10-17,1.0,1.0,0.0,2.0,0.5,0.5,False
2014-10-20,1.0,1.0,0.0,2.0,0.5,0.5,False
2014-10-21,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-10-22,1.0,1.0,0.0,2.0,0.5,0.5,False
2014-10-24,1.0,0.0,0.0,1.0,0.0,1.0,False
2014-10-27,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-10-31,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-11-03,1.0,3.0,0.0,4.0,0.75,0.25,True
2014-11-04,0.0,2.0,0.0,2.0,1.0,0.0,True
2014-11-12,2.0,1.0,0.0,3.0,0.3333333333333333,0.6666666666666666,False
2014-11-17,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-11-18,2.0,1.0,0.0,3.0,0.3333333333333333,0.6666666666666666,False
2014-11-19,1.0,2.0,0.0,3.0,0.6666666666666666,0.3333333333333333,False
2014-11-21,2.0,0.0,0.0,2.0,0.0,1.0,False
2014-12-01,1.0,1.0,0.0,2.0,0.5,0.5,False
2014-12-02,1.0,2.0,0.0,3.0,0.6666666666666666,0.3333333333333333,False
2014-12-04,0.0,1.0,0.0,1.0,1.0,0.0,True
2014-12-05,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-12-12,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-12-15,0.0,2.0,0.0,2.0,1.0,0.0,False
2014-12-17,1.0,2.0,0.0,3.0,0.6666666666666666,0.3333333333333333,False
2014-12-18,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-12-19,1.0,1.0,0.0,2.0,0.5,0.5,False
2014-12-24,0.0,1.0,0.0,1.0,1.0,0.0,False
2014-12-29,1.0,7.0,0.0,8.0,0.875,0.125,False
2014-12-30,4.0,17.0,0.0,21.0,0.8095238095238095,0.19047619047619047,False
2014-12-31,4.0,2.0,0.0,6.0,0.3333333333333333,0.6666666666666666,False
2015-01-02,3.0,1.0,0.0,4.0,0.25,0.75,False
2015-01-05,2.0,13.0,1.0,16.0,0.8125,0.125,False
2015-01-06,0.0,2.0,0.0,2.0,1.0,0.0,True
2015-01-07,0.0,3.0,0.0,3.0,1.0,0.0,True
2015-01-08,1.0,1.0,0.0,2.0,0.5,0.5,False
2015-01-09,2.0,0.0,0.0,2.0,0.0,1.0,False
2015-01-12,1.0,0.0,0.0,1.0,0.0,1.0,False
2015-01-13,0.0,1.0,0.0,1.0,1.0,0.0,False
2015-01-14,2.0,1.0,0.0,3.0,0.3333333333333333,0.6666666666666666,False
2015-01-15,0.0,2.0,0.0,2.0,1.0,0.0,True
2015-01-16,1.0,5.0,0.0,6.0,0.8333333333333334,0.16666666666666666,True
2015-01-19,4.0,0.0,1.0,5.0,0.0,0.8,False
2015-01-21,0.0,1.0,0.0,1.0,1.0,0.0,False
2015-01-22,1.0,0.0,0.0,1.0,0.0,1.0,False
2015-01-23,0.0,1.0,0.0,1.0,1.0,0.0,False
2015-01-26,1.0,1.0,0.0,2.0,0.5,0.5,False
2015-01-27,2.0,2.0,0.0,4.0,0.5,0.5,True
2015-01-28,2.0,1.0,0.0,3.0,0.3333333333333333,0.6666666666666666,True
2015-01-29,2.0,2.0,2.0,6.0,0.3333333333333333,0.3333333333333333,False
2015-01-30,1.0,2.0,0.0,3.0,0.6666666666666666,0.3333333333333333,False
2015-02-03,0.0,1.0,0.0,1.0,1.0,0.0,True
2015-02-04,0.0,1.0,0.0,1.0,1.0,0.0,True
2015-02-05,0.0,1.0,0.0,1.0,1.0,0.0,False
2015-02-09,0.0,7.0,0.0,7.0,1.0,0.0,False
2015-02-10,0.0,1.0,0.0,1.0,1.0,0.0,False
2015-02-11,1.0,2.0,0.0,3.0,0.6666666666666666,0.3333333333333333,False
2015-02-16,0.0,1.0,0.0,1.0,1.0,0.0,False
2015-02-17,0.0,1.0,1.0,2.0,0.5,0.0,False
2015-02-18,0.0,1.0,0.0,1.0,1.0,0.0,False
2015-02-23,1.0,1.0,0.0,2.0,0.5,0.5,False
2015-02-24,3.0,0.0,0.0,3.0,0.0,1.0,False
2015-02-26,2.0,0.0,0.0,2.0,0.0,1.0,False
2015-02-27,0.0,1.0,1.0,2.0,0.5,0.0,False
2015-03-02,0.0,2.0,0.0,2.0,1.0,0.0,True
2015-03-03,1.0,0.0,0.0,1.0,0.0,1.0,False
2015-03-09,3.0,3.0,0.0,6.0,0.5,0.5,False
2015-03-10,0.0,4.0,0.0,4.0,1.0,0.0,False
2015-03-11,1.0,1.0,0.0,2.0,0.5,0.5,False
2015-03-12,0.0,2.0,0.0,2.0,1.0,0.0,False
2015-03-13,1.0,0.0,0.0,1.0,0.0,1.0,False
2015-03-17,0.0,1.0,0.0,1.0,1.0,0.0,False
2015-03-24,1.0,0.0,0.0,1.0,0.0,1.0,False
2015-03-27,2.0,1.0,0.0,3.0,0.3333333333333333,0.6666666666666666,False
2015-04-01,1.0,0.0,0.0,1.0,0.0,1.0,False
2015-04-02,1.0,0.0,0.0,1.0,0.0,1.0,True
2015-04-03,0.0,2.0,0.0,2.0,1.0,0.0,True
2015-04-07,1.0,1.0,0.0,2.0,0.5,0.5,False
2015-04-09,0.0,1.0,0.0,1.0,1.0,0.0,False
2015-04-13,1.0,2.0,0.0,3.0,0.6666666666666666,0.3333333333333333,False
2015-04-17,1.0,0.0,0.0,1.0,0.0,1.0,False
2015-04-20,1.0,2.0,0.0,3.0,0.6666666666666666,0.3333333333333333,False
2015-04-21,0.0,9.0,0.0,9.0,1.0,0.0,False
2015-04-23,1.0,0.0,0.0,1.0,0.0,1.0,False
2015-04-24,2.0,6.0,0.0,8.0,0.75,0.25,False
2015-04-27,1.0,1.0,0.0,2.0,0.5,0.5,False
2015-04-30,0.0,1.0,0.0,1.0,1.0,0.0,False
2015-05-04,0.0,3.0,0.0,3.0,1.0,0.0,True
2015-05-11,1.0,2.0,1.0,4.0,0.5,0.25,False
2015-05-18,0.0,1.0,0.0,1.0,1.0,0.0,False
2015-05-19,0.0,2.0,0.0,2.0,1.0,0.0,False
2015-05-28,1.0,1.0,0.0,2.0,0.5,0.5,False
2015-05-29,0.0,4.0,1.0,5.0,0.8,0.0,False
2015-06-11,2.0,1.0,0.0,3.0,0.3333333333333333,0.6666666666666666,False
2015-06-15,4.0,0.0,0.0,4.0,0.0,1.0,False
2015-06-16,1.0,0.0,0.0,1.0,0.0,1.0,False
2015-06-17,0.0,1.0,0.0,1.0,1.0,0.0,False
2015-06-18,2.0,2.0,0.0,4.0,0.5,0.5,False
