close_date,ApproveAfterChange,DirectlyApprove,Rejected,TotalReview,DirectlyApproveRate,ApproveAfterChangeRate,CloseToReleaseDate
2010-05-17,1.0,0.0,0.0,1.0,0.0,1.0,True
2010-05-18,0.0,1.0,1.0,2.0,0.5,0.0,True
2010-05-19,1.0,0.0,0.0,1.0,0.0,1.0,True
2010-06-19,0.0,9.0,2.0,11.0,0.8181818181818182,0.0,False
2010-06-20,0.0,12.0,0.0,12.0,1.0,0.0,True
2010-06-21,3.0,23.0,4.0,30.0,0.7666666666666667,0.1,True
2010-06-22,5.0,22.0,1.0,28.0,0.7857142857142857,0.17857142857142858,True
2010-06-23,0.0,15.0,0.0,15.0,1.0,0.0,True
2010-06-24,0.0,4.0,0.0,4.0,1.0,0.0,True
2010-06-25,1.0,9.0,0.0,10.0,0.9,0.1,True
2010-06-26,0.0,0.0,1.0,1.0,0.0,0.0,True
2010-06-28,0.0,9.0,0.0,9.0,1.0,0.0,True
2010-06-29,3.0,11.0,3.0,17.0,0.6470588235294118,0.17647058823529413,True
2010-06-30,0.0,9.0,5.0,14.0,0.6428571428571429,0.0,True
2010-07-01,0.0,2.0,2.0,4.0,0.5,0.0,True
2010-07-06,1.0,1.0,0.0,2.0,0.5,0.5,True
2010-07-08,1.0,0.0,0.0,1.0,0.0,1.0,True
2010-07-09,4.0,0.0,0.0,4.0,0.0,1.0,True
2011-06-21,0.0,1.0,0.0,1.0,1.0,0.0,False
2011-06-22,0.0,1.0,0.0,1.0,1.0,0.0,True
2011-06-24,0.0,1.0,0.0,1.0,1.0,0.0,False
2011-06-27,0.0,5.0,0.0,5.0,1.0,0.0,True
2011-06-28,0.0,3.0,0.0,3.0,1.0,0.0,True
2011-06-30,0.0,1.0,0.0,1.0,1.0,0.0,False
2011-07-04,1.0,0.0,0.0,1.0,0.0,1.0,True
2011-07-05,6.0,19.0,0.0,25.0,0.76,0.24,True
2011-07-06,2.0,6.0,8.0,16.0,0.375,0.125,True
2011-07-07,8.0,10.0,3.0,21.0,0.4761904761904762,0.3809523809523809,True
2011-07-08,0.0,3.0,1.0,4.0,0.75,0.0,False
2011-07-09,0.0,1.0,1.0,2.0,0.5,0.0,False
2011-07-11,4.0,15.0,1.0,20.0,0.75,0.2,True
2011-07-12,4.0,8.0,0.0,12.0,0.6666666666666666,0.3333333333333333,True
