close_date,ApproveAfterChange,DirectlyApprove,Rejected,TotalReview,DirectlyApproveRate,ApproveAfterChangeRate,CloseToReleaseDate
2012-07-04,0.0,7.0,0.0,7.0,1.0,0.0,True
2012-07-05,1.0,3.0,0.0,4.0,0.75,0.25,True
2012-07-09,0.0,0.0,1.0,1.0,0.0,0.0,False
2012-07-12,0.0,3.0,1.0,4.0,0.75,0.0,False
2012-07-13,1.0,6.0,2.0,9.0,0.6666666666666666,0.1111111111111111,False
2012-07-16,0.0,7.0,0.0,7.0,1.0,0.0,True
2012-07-17,0.0,3.0,0.0,3.0,1.0,0.0,True
2012-07-18,0.0,1.0,0.0,1.0,1.0,0.0,True
2012-07-19,2.0,3.0,1.0,6.0,0.5,0.3333333333333333,True
2012-07-20,0.0,3.0,0.0,3.0,1.0,0.0,False
2012-07-23,1.0,0.0,0.0,1.0,0.0,1.0,True
2012-07-24,0.0,8.0,0.0,8.0,1.0,0.0,True
2012-07-25,2.0,4.0,0.0,6.0,0.6666666666666666,0.3333333333333333,True
2012-07-26,0.0,7.0,1.0,8.0,0.875,0.0,True
2012-07-27,1.0,2.0,1.0,4.0,0.5,0.25,False
2012-07-30,3.0,1.0,0.0,4.0,0.25,0.75,True
2012-08-02,1.0,5.0,3.0,9.0,0.5555555555555556,0.1111111111111111,True
2012-08-03,2.0,4.0,1.0,7.0,0.5714285714285714,0.2857142857142857,True
2012-08-04,0.0,1.0,0.0,1.0,1.0,0.0,False
2012-08-06,0.0,3.0,0.0,3.0,1.0,0.0,True
2012-08-07,2.0,2.0,0.0,4.0,0.5,0.5,True
2012-08-08,1.0,2.0,0.0,3.0,0.6666666666666666,0.3333333333333333,True
2012-08-09,3.0,6.0,0.0,9.0,0.6666666666666666,0.3333333333333333,True
2012-08-10,0.0,3.0,0.0,3.0,1.0,0.0,True
2012-08-13,0.0,3.0,0.0,3.0,1.0,0.0,True
2012-08-14,2.0,1.0,1.0,4.0,0.25,0.5,True
2012-08-15,0.0,7.0,3.0,10.0,0.7,0.0,True
2012-08-16,1.0,1.0,0.0,2.0,0.5,0.5,True
2012-08-17,1.0,4.0,0.0,5.0,0.8,0.2,True
2012-08-20,1.0,1.0,0.0,2.0,0.5,0.5,True
2012-08-21,2.0,13.0,1.0,16.0,0.8125,0.125,True
2012-08-22,2.0,3.0,0.0,5.0,0.6,0.4,True
2012-08-23,2.0,8.0,2.0,12.0,0.6666666666666666,0.16666666666666666,True
2012-08-24,2.0,8.0,0.0,10.0,0.8,0.2,True
2012-08-27,0.0,11.0,0.0,11.0,1.0,0.0,True
2012-08-28,1.0,4.0,0.0,5.0,0.8,0.2,True
2012-08-29,4.0,8.0,5.0,17.0,0.4705882352941176,0.2352941176470588,True
2012-08-30,0.0,13.0,0.0,13.0,1.0,0.0,True
2012-08-31,1.0,9.0,0.0,10.0,0.9,0.1,True
2012-09-01,0.0,4.0,0.0,4.0,1.0,0.0,False
2012-09-04,0.0,11.0,4.0,15.0,0.7333333333333333,0.0,True
2012-09-05,0.0,13.0,0.0,13.0,1.0,0.0,True
2012-09-06,1.0,9.0,0.0,10.0,0.9,0.1,True
2012-09-07,0.0,6.0,0.0,6.0,1.0,0.0,True
2012-09-09,1.0,0.0,0.0,1.0,0.0,1.0,True
2012-09-10,1.0,2.0,1.0,4.0,0.5,0.25,True
2012-09-11,0.0,2.0,0.0,2.0,1.0,0.0,True
2012-09-12,0.0,6.0,0.0,6.0,1.0,0.0,True
2012-09-13,1.0,3.0,4.0,8.0,0.375,0.125,True
2012-09-14,0.0,1.0,0.0,1.0,1.0,0.0,True
2012-09-17,0.0,6.0,0.0,6.0,1.0,0.0,True
2012-09-18,1.0,2.0,0.0,3.0,0.6666666666666666,0.3333333333333333,True
2012-09-19,2.0,5.0,1.0,8.0,0.625,0.25,True
2012-09-20,0.0,3.0,0.0,3.0,1.0,0.0,True
2012-09-21,1.0,4.0,1.0,6.0,0.6666666666666666,0.16666666666666666,False
2012-09-24,0.0,2.0,4.0,6.0,0.3333333333333333,0.0,True
2012-09-25,0.0,5.0,0.0,5.0,1.0,0.0,True
2012-09-26,0.0,0.0,3.0,3.0,0.0,0.0,True
2012-09-27,1.0,3.0,3.0,7.0,0.42857142857142855,0.14285714285714285,False
2012-09-28,1.0,3.0,0.0,4.0,0.75,0.25,False
2012-10-01,0.0,3.0,0.0,3.0,1.0,0.0,True
2012-10-02,1.0,1.0,2.0,4.0,0.25,0.25,True
2012-10-03,1.0,2.0,1.0,4.0,0.5,0.25,True
2012-10-04,3.0,2.0,0.0,5.0,0.4,0.6,True
2012-10-05,5.0,1.0,0.0,6.0,0.16666666666666666,0.8333333333333334,True
2012-10-09,1.0,5.0,1.0,7.0,0.7142857142857143,0.14285714285714285,False
2012-10-10,0.0,3.0,0.0,3.0,1.0,0.0,False
2012-10-11,0.0,2.0,0.0,2.0,1.0,0.0,True
2012-10-12,2.0,1.0,0.0,3.0,0.3333333333333333,0.6666666666666666,True
2012-10-15,0.0,2.0,2.0,4.0,0.5,0.0,True
2012-10-16,0.0,7.0,0.0,7.0,1.0,0.0,True
2012-10-17,0.0,1.0,0.0,1.0,1.0,0.0,True
2012-10-19,0.0,1.0,0.0,1.0,1.0,0.0,True
2012-10-22,3.0,7.0,0.0,10.0,0.7,0.3,True
2012-10-23,4.0,7.0,0.0,11.0,0.6363636363636364,0.3636363636363637,True
2012-10-25,4.0,1.0,0.0,5.0,0.2,0.8,True
2012-10-26,1.0,3.0,0.0,4.0,0.75,0.25,True
2012-10-29,5.0,3.0,0.0,8.0,0.375,0.625,True
2012-10-30,0.0,8.0,1.0,9.0,0.8888888888888888,0.0,True
2012-10-31,2.0,0.0,1.0,3.0,0.0,0.6666666666666666,True
2012-11-01,1.0,3.0,0.0,4.0,0.75,0.25,True
2012-11-02,2.0,3.0,0.0,5.0,0.6,0.4,False
2012-11-05,0.0,4.0,0.0,4.0,1.0,0.0,True
2012-11-06,1.0,1.0,2.0,4.0,0.25,0.25,True
2012-11-07,2.0,0.0,0.0,2.0,0.0,1.0,True
2012-11-08,0.0,4.0,0.0,4.0,1.0,0.0,True
2012-11-09,2.0,0.0,0.0,2.0,0.0,1.0,True
2012-11-12,1.0,1.0,0.0,2.0,0.5,0.5,True
2012-11-13,0.0,2.0,0.0,2.0,1.0,0.0,True
2012-11-14,1.0,1.0,0.0,2.0,0.5,0.5,True
2012-11-15,1.0,7.0,0.0,8.0,0.875,0.125,True
2012-11-16,9.0,0.0,1.0,10.0,0.0,0.9,False
2012-11-19,1.0,4.0,4.0,9.0,0.4444444444444444,0.1111111111111111,True
2012-11-20,3.0,5.0,1.0,9.0,0.5555555555555556,0.3333333333333333,True
2012-11-21,2.0,0.0,0.0,2.0,0.0,1.0,True
2012-11-22,1.0,1.0,0.0,2.0,0.5,0.5,True
2012-11-23,4.0,3.0,1.0,8.0,0.375,0.5,True
2012-11-26,1.0,0.0,0.0,1.0,0.0,1.0,True
2012-11-27,1.0,0.0,1.0,2.0,0.0,0.5,True
2012-11-28,1.0,8.0,1.0,10.0,0.8,0.1,True
2012-11-29,7.0,2.0,2.0,11.0,0.18181818181818185,0.6363636363636364,True
2012-11-30,2.0,2.0,0.0,4.0,0.5,0.5,True
2012-12-03,0.0,3.0,0.0,3.0,1.0,0.0,True
2012-12-04,1.0,6.0,0.0,7.0,0.8571428571428571,0.14285714285714285,True
2012-12-05,3.0,5.0,0.0,8.0,0.625,0.375,True
2012-12-06,1.0,4.0,2.0,7.0,0.5714285714285714,0.14285714285714285,True
2012-12-07,3.0,1.0,0.0,4.0,0.25,0.75,True
2012-12-10,2.0,1.0,0.0,3.0,0.3333333333333333,0.6666666666666666,True
2012-12-11,0.0,2.0,1.0,3.0,0.6666666666666666,0.0,True
2012-12-12,0.0,8.0,2.0,10.0,0.8,0.0,True
2012-12-13,2.0,4.0,1.0,7.0,0.5714285714285714,0.2857142857142857,True
2012-12-14,4.0,5.0,1.0,10.0,0.5,0.4,False
2012-12-17,2.0,2.0,0.0,4.0,0.5,0.5,True
2012-12-18,1.0,3.0,0.0,4.0,0.75,0.25,True
2012-12-19,0.0,1.0,0.0,1.0,1.0,0.0,True
2012-12-20,0.0,2.0,0.0,2.0,1.0,0.0,True
2012-12-21,1.0,2.0,0.0,3.0,0.6666666666666666,0.3333333333333333,True
2012-12-29,0.0,1.0,0.0,1.0,1.0,0.0,False
2013-01-02,2.0,2.0,0.0,4.0,0.5,0.5,False
2013-01-03,1.0,2.0,0.0,3.0,0.6666666666666666,0.3333333333333333,False
2013-01-04,2.0,23.0,1.0,26.0,0.8846153846153846,0.07692307692307693,False
2013-01-07,5.0,2.0,2.0,9.0,0.2222222222222222,0.5555555555555556,True
2013-01-08,3.0,9.0,1.0,13.0,0.6923076923076923,0.2307692307692308,True
2013-01-09,5.0,5.0,0.0,10.0,0.5,0.5,True
2013-01-10,2.0,14.0,0.0,16.0,0.875,0.125,True
2013-01-11,6.0,9.0,0.0,15.0,0.6,0.4,True
2013-01-14,0.0,7.0,0.0,7.0,1.0,0.0,True
2013-01-15,8.0,6.0,0.0,14.0,0.42857142857142855,0.5714285714285714,True
2013-01-16,3.0,2.0,1.0,6.0,0.3333333333333333,0.5,True
2013-01-17,2.0,4.0,0.0,6.0,0.6666666666666666,0.3333333333333333,False
2013-01-18,3.0,8.0,3.0,14.0,0.5714285714285714,0.21428571428571427,False
2013-01-19,0.0,1.0,0.0,1.0,1.0,0.0,False
2013-01-21,2.0,11.0,1.0,14.0,0.7857142857142857,0.14285714285714285,True
2013-01-22,3.0,5.0,1.0,9.0,0.5555555555555556,0.3333333333333333,True
2013-01-23,2.0,2.0,1.0,5.0,0.4,0.4,True
2013-01-24,2.0,6.0,0.0,8.0,0.75,0.25,True
2013-01-25,5.0,1.0,0.0,6.0,0.16666666666666666,0.8333333333333334,True
2013-01-26,0.0,1.0,0.0,1.0,1.0,0.0,False
2013-01-28,6.0,10.0,1.0,17.0,0.5882352941176471,0.35294117647058826,True
2013-01-29,3.0,6.0,0.0,9.0,0.6666666666666666,0.3333333333333333,True
2013-01-30,3.0,9.0,1.0,13.0,0.6923076923076923,0.2307692307692308,True
2013-01-31,5.0,9.0,1.0,15.0,0.6,0.3333333333333333,False
2013-02-01,3.0,2.0,2.0,7.0,0.2857142857142857,0.42857142857142855,False
2013-02-04,0.0,7.0,2.0,9.0,0.7777777777777778,0.0,True
2013-02-05,7.0,3.0,5.0,15.0,0.2,0.4666666666666667,True
2013-02-06,1.0,7.0,1.0,9.0,0.7777777777777778,0.1111111111111111,True
2013-02-07,2.0,2.0,0.0,4.0,0.5,0.5,True
2013-02-08,3.0,5.0,2.0,10.0,0.5,0.3,True
2013-02-09,0.0,1.0,0.0,1.0,1.0,0.0,False
2013-02-11,4.0,2.0,2.0,8.0,0.25,0.5,True
2013-02-12,5.0,3.0,0.0,8.0,0.375,0.625,True
2013-02-13,0.0,1.0,0.0,1.0,1.0,0.0,True
2013-02-14,3.0,4.0,0.0,7.0,0.5714285714285714,0.42857142857142855,True
2013-02-18,1.0,0.0,0.0,1.0,0.0,1.0,True
2013-02-19,6.0,4.0,0.0,10.0,0.4,0.6,True
2013-02-20,3.0,3.0,0.0,6.0,0.5,0.5,True
2013-02-21,2.0,2.0,0.0,4.0,0.5,0.5,True
2013-02-22,4.0,2.0,1.0,7.0,0.2857142857142857,0.5714285714285714,True
2013-02-25,2.0,4.0,0.0,6.0,0.6666666666666666,0.3333333333333333,True
