close_date,ApproveAfterChange,DirectlyApprove,Rejected,TotalReview,DirectlyApproveRate,ApproveAfterChangeRate,CloseToReleaseDate
2010-11-10,0.0,3.0,2.0,5.0,0.6,0.0,True
2010-11-11,0.0,4.0,0.0,4.0,1.0,0.0,True
2010-11-15,1.0,0.0,0.0,1.0,0.0,1.0,True
2010-11-16,0.0,1.0,0.0,1.0,1.0,0.0,True
2010-11-17,1.0,5.0,0.0,6.0,0.8333333333333334,0.16666666666666666,True
2010-11-18,0.0,4.0,0.0,4.0,1.0,0.0,True
2010-11-19,0.0,1.0,0.0,1.0,1.0,0.0,True
2010-11-23,0.0,1.0,0.0,1.0,1.0,0.0,True
2010-12-01,0.0,1.0,0.0,1.0,1.0,0.0,True
2010-12-03,2.0,1.0,1.0,4.0,0.25,0.5,True
2010-12-15,0.0,2.0,0.0,2.0,1.0,0.0,True
2010-12-17,0.0,1.0,0.0,1.0,1.0,0.0,True
2011-02-15,0.0,1.0,0.0,1.0,1.0,0.0,True
2011-03-15,0.0,0.0,3.0,3.0,0.0,0.0,True
2011-03-16,1.0,0.0,0.0,1.0,0.0,1.0,True
2011-03-18,1.0,0.0,0.0,1.0,0.0,1.0,True
2011-03-21,0.0,1.0,0.0,1.0,1.0,0.0,True
2011-03-24,0.0,1.0,0.0,1.0,1.0,0.0,True
2011-03-29,0.0,1.0,0.0,1.0,1.0,0.0,True
2011-03-30,2.0,2.0,0.0,4.0,0.5,0.5,True
2011-04-27,21.0,1.0,2.0,24.0,0.04166666666666666,0.875,True
2011-04-29,0.0,13.0,8.0,21.0,0.6190476190476191,0.0,True
2011-05-10,0.0,1.0,0.0,1.0,1.0,0.0,True
2011-05-23,0.0,0.0,6.0,6.0,0.0,0.0,True
2011-05-24,0.0,0.0,3.0,3.0,0.0,0.0,True
2011-06-24,0.0,407.0,1.0,408.0,0.9975490196078431,0.0,False
2011-06-27,0.0,4.0,2.0,6.0,0.6666666666666666,0.0,True
2011-06-28,0.0,2.0,1.0,3.0,0.6666666666666666,0.0,True
2011-06-29,0.0,3.0,0.0,3.0,1.0,0.0,True
2011-07-06,0.0,3.0,0.0,3.0,1.0,0.0,True
2011-07-07,0.0,2.0,0.0,2.0,1.0,0.0,True
2011-07-08,0.0,0.0,1.0,1.0,0.0,0.0,False
2011-07-09,2.0,1.0,0.0,3.0,0.3333333333333333,0.6666666666666666,False
2011-07-11,1.0,0.0,0.0,1.0,0.0,1.0,True
2011-07-12,0.0,1.0,2.0,3.0,0.3333333333333333,0.0,True
2011-07-13,2.0,2.0,4.0,8.0,0.25,0.25,True
2011-07-14,0.0,3.0,0.0,3.0,1.0,0.0,True
2011-07-18,1.0,2.0,4.0,7.0,0.2857142857142857,0.14285714285714285,True
2011-07-20,1.0,1.0,0.0,2.0,0.5,0.5,True
2011-07-21,1.0,1.0,0.0,2.0,0.5,0.5,False
2011-07-22,0.0,1.0,0.0,1.0,1.0,0.0,True
2011-07-25,1.0,0.0,2.0,3.0,0.0,0.3333333333333333,True
2011-07-28,0.0,1.0,0.0,1.0,1.0,0.0,True
2011-08-02,2.0,2.0,2.0,6.0,0.3333333333333333,0.3333333333333333,True
2011-08-03,0.0,10.0,4.0,14.0,0.7142857142857143,0.0,True
2011-08-04,2.0,2.0,2.0,6.0,0.3333333333333333,0.3333333333333333,False
2011-08-05,1.0,0.0,0.0,1.0,0.0,1.0,False
2011-08-07,0.0,0.0,1.0,1.0,0.0,0.0,True
2011-08-08,0.0,2.0,0.0,2.0,1.0,0.0,True
2011-08-10,0.0,1.0,1.0,2.0,0.5,0.0,True
