,close_date,ApproveAfterChange,DirectlyApprove,Rejected,TotalCommit,ApprovalRate,CloseToReleaseDate
0,2010-05-27,1.0,0.0,0.0,1.0,0.0,False
1,2010-06-02,0.0,1.0,0.0,1.0,1.0,True
2,2010-06-03,0.0,1.0,4.0,5.0,0.2,False
3,2010-06-08,0.0,1.0,0.0,1.0,1.0,True
4,2010-06-12,0.0,1.0,0.0,1.0,1.0,False
5,2010-06-15,0.0,1.0,4.0,5.0,0.2,False
6,2010-06-16,1.0,0.0,0.0,1.0,0.0,False
7,2010-06-17,1.0,0.0,1.0,2.0,0.0,False
8,2010-06-26,0.0,2.0,0.0,2.0,1.0,False
9,2010-06-30,0.0,2.0,0.0,2.0,1.0,False
10,2010-07-18,0.0,1.0,1.0,2.0,0.5,False
11,2010-10-19,0.0,0.0,15.0,15.0,0.0,True
12,2011-01-04,0.0,0.0,1.0,1.0,0.0,False
13,2011-01-07,0.0,1.0,0.0,1.0,1.0,False
14,2011-01-09,0.0,1.0,0.0,1.0,1.0,False
15,2011-01-10,8.0,0.0,0.0,8.0,0.0,False
16,2011-01-11,0.0,2.0,0.0,2.0,1.0,True
17,2011-01-12,0.0,1.0,0.0,1.0,1.0,True
18,2011-01-20,0.0,0.0,13.0,13.0,0.0,False
19,2011-03-02,1.0,0.0,0.0,1.0,0.0,False
20,2011-03-07,1.0,0.0,0.0,1.0,0.0,False
21,2011-04-19,0.0,5.0,0.0,5.0,1.0,False
22,2011-04-22,0.0,3.0,0.0,3.0,1.0,True
23,2011-05-10,0.0,1.0,0.0,1.0,1.0,True
24,2011-05-11,0.0,3.0,0.0,3.0,1.0,True
25,2011-05-18,0.0,1.0,0.0,1.0,1.0,False
26,2011-05-23,0.0,0.0,1.0,1.0,0.0,False
27,2011-05-31,0.0,0.0,3.0,3.0,0.0,True
28,2011-06-03,1.0,1.0,1.0,3.0,0.3333333333333333,False
29,2011-06-04,1.0,0.0,1.0,2.0,0.0,True
30,2011-06-06,1.0,0.0,1.0,2.0,0.0,True
31,2011-06-07,1.0,0.0,0.0,1.0,0.0,True
32,2011-06-08,7.0,16.0,12.0,35.0,0.4571428571428571,True
33,2011-06-09,0.0,1.0,0.0,1.0,1.0,True
34,2011-06-10,0.0,1.0,0.0,1.0,1.0,False
35,2011-06-12,0.0,1.0,0.0,1.0,1.0,False
36,2011-06-13,0.0,1.0,0.0,1.0,1.0,False
37,2011-06-15,1.0,1.0,0.0,2.0,0.5,False
38,2011-06-16,1.0,1.0,2.0,4.0,0.25,True
39,2011-06-17,0.0,1.0,1.0,2.0,0.5,True
40,2011-06-18,0.0,1.0,0.0,1.0,1.0,False
41,2011-06-20,0.0,1.0,0.0,1.0,1.0,False
42,2011-06-21,3.0,0.0,0.0,3.0,0.0,False
43,2011-06-22,0.0,0.0,1.0,1.0,0.0,False
44,2011-06-23,0.0,1.0,0.0,1.0,1.0,False
45,2011-06-25,1.0,2.0,0.0,3.0,0.6666666666666666,False
46,2011-06-27,0.0,1.0,0.0,1.0,1.0,False
47,2011-06-29,2.0,3.0,0.0,5.0,0.6,False
48,2011-06-30,0.0,0.0,1.0,1.0,0.0,False
49,2011-07-05,0.0,4.0,1.0,5.0,0.8,False
50,2011-07-07,0.0,0.0,2.0,2.0,0.0,False
51,2011-07-09,1.0,1.0,0.0,2.0,0.5,False
52,2011-07-10,0.0,1.0,0.0,1.0,1.0,False
53,2011-07-11,5.0,0.0,0.0,5.0,0.0,False
54,2011-07-13,0.0,1.0,2.0,3.0,0.3333333333333333,False
55,2011-07-14,1.0,2.0,8.0,11.0,0.18181818181818185,False
56,2011-07-15,0.0,1.0,1.0,2.0,0.5,False
57,2011-07-18,2.0,1.0,0.0,3.0,0.3333333333333333,False
58,2011-07-19,1.0,1.0,0.0,2.0,0.5,False
59,2011-07-20,0.0,0.0,1.0,1.0,0.0,False
60,2011-07-21,2.0,3.0,0.0,5.0,0.6,False
61,2011-07-22,0.0,0.0,4.0,4.0,0.0,True
62,2011-07-26,4.0,2.0,0.0,6.0,0.3333333333333333,False
63,2011-07-27,1.0,2.0,0.0,3.0,0.6666666666666666,True
64,2011-07-28,3.0,3.0,1.0,7.0,0.42857142857142855,True
65,2011-08-02,0.0,2.0,1.0,3.0,0.6666666666666666,False
66,2011-08-03,0.0,0.0,2.0,2.0,0.0,False
67,2011-08-04,0.0,0.0,2.0,2.0,0.0,False
68,2011-08-06,2.0,0.0,0.0,2.0,0.0,False
69,2011-08-08,0.0,1.0,0.0,1.0,1.0,False
70,2011-08-10,0.0,1.0,0.0,1.0,1.0,False
71,2011-08-15,1.0,0.0,0.0,1.0,0.0,True
72,2011-08-16,2.0,4.0,0.0,6.0,0.6666666666666666,True
73,2011-08-17,0.0,1.0,0.0,1.0,1.0,False
74,2011-08-19,8.0,1.0,0.0,9.0,0.1111111111111111,False
75,2011-08-24,2.0,5.0,0.0,7.0,0.7142857142857143,True
76,2011-08-25,1.0,0.0,0.0,1.0,0.0,False
77,2011-09-03,1.0,1.0,0.0,2.0,0.5,False
78,2011-09-04,0.0,1.0,0.0,1.0,1.0,False
79,2011-09-06,2.0,5.0,3.0,10.0,0.5,True
80,2011-09-07,2.0,8.0,2.0,12.0,0.6666666666666666,True
