,close_date,ApproveAfterChange,DirectlyApprove,Rejected,TotalCommit,ApprovalRate,CloseToReleaseDate
0,2009-10-02,0.0,2.0,0.0,2.0,1.0,False
1,2009-10-06,0.0,2.0,0.0,2.0,1.0,False
2,2009-10-16,2.0,1.0,2.0,5.0,0.2,False
3,2009-10-28,0.0,1.0,0.0,1.0,1.0,False
4,2009-10-31,0.0,2.0,0.0,2.0,1.0,False
5,2009-11-01,0.0,1.0,1.0,2.0,0.5,False
6,2009-11-12,0.0,1.0,0.0,1.0,1.0,False
7,2009-12-01,4.0,4.0,1.0,9.0,0.4444444444444444,False
8,2009-12-03,0.0,3.0,1.0,4.0,0.75,False
9,2009-12-08,0.0,0.0,7.0,7.0,0.0,False
10,2009-12-22,0.0,1.0,1.0,2.0,0.5,False
11,2009-12-30,4.0,1.0,0.0,5.0,0.2,False
12,2009-12-31,0.0,1.0,0.0,1.0,1.0,False
13,2010-01-05,1.0,0.0,0.0,1.0,0.0,False
14,2010-01-08,0.0,2.0,0.0,2.0,1.0,False
15,2010-01-13,0.0,3.0,0.0,3.0,1.0,False
16,2010-01-18,0.0,0.0,1.0,1.0,0.0,True
17,2010-01-19,0.0,0.0,1.0,1.0,0.0,False
18,2010-01-20,1.0,1.0,4.0,6.0,0.16666666666666666,False
19,2010-01-21,0.0,1.0,0.0,1.0,1.0,False
20,2010-01-22,1.0,0.0,1.0,2.0,0.0,False
21,2010-01-23,0.0,3.0,0.0,3.0,1.0,False
22,2010-01-24,0.0,0.0,1.0,1.0,0.0,False
23,2010-01-27,0.0,3.0,0.0,3.0,1.0,False
24,2010-01-28,0.0,0.0,1.0,1.0,0.0,False
25,2010-01-30,0.0,1.0,0.0,1.0,1.0,False
26,2010-02-01,2.0,1.0,0.0,3.0,0.3333333333333333,False
27,2010-02-02,1.0,0.0,1.0,2.0,0.0,False
28,2010-02-03,0.0,2.0,1.0,3.0,0.6666666666666666,False
29,2010-02-04,0.0,2.0,0.0,2.0,1.0,False
30,2010-02-07,1.0,1.0,0.0,2.0,0.5,False
31,2010-02-08,0.0,1.0,0.0,1.0,1.0,False
32,2010-02-11,1.0,2.0,0.0,3.0,0.6666666666666666,False
33,2010-02-12,0.0,2.0,0.0,2.0,1.0,False
34,2010-02-15,1.0,0.0,0.0,1.0,0.0,False
35,2010-02-17,1.0,1.0,0.0,2.0,0.5,False
36,2010-02-18,0.0,0.0,1.0,1.0,0.0,False
37,2010-02-19,1.0,0.0,1.0,2.0,0.0,False
38,2010-02-24,1.0,0.0,2.0,3.0,0.0,False
39,2010-03-01,0.0,1.0,0.0,1.0,1.0,False
40,2010-03-03,2.0,0.0,4.0,6.0,0.0,True
41,2010-03-04,0.0,0.0,1.0,1.0,0.0,False
42,2010-03-05,2.0,0.0,1.0,3.0,0.0,False
43,2010-03-10,1.0,0.0,1.0,2.0,0.0,True
44,2010-03-11,2.0,1.0,0.0,3.0,0.3333333333333333,True
45,2010-03-12,0.0,0.0,1.0,1.0,0.0,True
46,2010-03-13,0.0,0.0,1.0,1.0,0.0,True
47,2010-03-14,0.0,0.0,1.0,1.0,0.0,True
48,2010-03-15,0.0,1.0,1.0,2.0,0.5,True
49,2010-03-17,0.0,3.0,11.0,14.0,0.21428571428571427,False
50,2010-03-18,0.0,1.0,0.0,1.0,1.0,True
51,2010-03-19,2.0,1.0,1.0,4.0,0.25,True
52,2010-03-22,0.0,1.0,0.0,1.0,1.0,True
53,2010-03-25,0.0,1.0,1.0,2.0,0.5,False
54,2010-03-29,2.0,0.0,0.0,2.0,0.0,False
55,2010-03-31,0.0,2.0,1.0,3.0,0.6666666666666666,True
