,close_date,ApproveAfterChange,DirectlyApprove,Rejected,TotalCommit,ApprovalRate,CloseToReleaseDate
0,2012-07-04,0.0,7.0,0.0,7.0,1.0,False
1,2012-07-05,1.0,3.0,0.0,4.0,0.75,False
2,2012-07-09,0.0,0.0,1.0,1.0,0.0,False
3,2012-07-12,0.0,3.0,1.0,4.0,0.75,False
4,2012-07-13,1.0,6.0,2.0,9.0,0.6666666666666666,False
5,2012-07-16,0.0,7.0,0.0,7.0,1.0,True
6,2012-07-17,0.0,3.0,0.0,3.0,1.0,False
7,2012-07-18,0.0,1.0,0.0,1.0,1.0,False
8,2012-07-19,2.0,3.0,1.0,6.0,0.5,False
9,2012-07-20,0.0,3.0,0.0,3.0,1.0,False
10,2012-07-23,1.0,0.0,0.0,1.0,0.0,True
11,2012-07-24,0.0,8.0,0.0,8.0,1.0,True
12,2012-07-25,2.0,4.0,0.0,6.0,0.6666666666666666,True
13,2012-07-26,0.0,7.0,1.0,8.0,0.875,True
14,2012-07-27,1.0,2.0,1.0,4.0,0.5,False
15,2012-07-30,3.0,1.0,0.0,4.0,0.25,True
16,2012-08-02,1.0,5.0,3.0,9.0,0.5555555555555556,False
17,2012-08-03,2.0,4.0,1.0,7.0,0.5714285714285714,False
18,2012-08-04,0.0,1.0,0.0,1.0,1.0,False
19,2012-08-06,0.0,3.0,0.0,3.0,1.0,False
20,2012-08-07,2.0,2.0,0.0,4.0,0.5,False
21,2012-08-08,1.0,2.0,0.0,3.0,0.6666666666666666,False
22,2012-08-09,3.0,6.0,0.0,9.0,0.6666666666666666,False
23,2012-08-10,0.0,3.0,0.0,3.0,1.0,False
24,2012-08-13,0.0,3.0,0.0,3.0,1.0,False
25,2012-08-14,2.0,1.0,1.0,4.0,0.25,False
26,2012-08-15,0.0,7.0,3.0,10.0,0.7,False
27,2012-08-16,1.0,1.0,0.0,2.0,0.5,True
28,2012-08-17,1.0,4.0,0.0,5.0,0.8,True
29,2012-08-20,1.0,1.0,0.0,2.0,0.5,True
30,2012-08-21,2.0,13.0,1.0,16.0,0.8125,False
31,2012-08-22,2.0,3.0,0.0,5.0,0.6,False
32,2012-08-23,2.0,8.0,2.0,12.0,0.6666666666666666,False
33,2012-08-24,2.0,8.0,0.0,10.0,0.8,False
34,2012-08-27,0.0,11.0,0.0,11.0,1.0,False
35,2012-08-28,1.0,4.0,0.0,5.0,0.8,False
36,2012-08-29,4.0,8.0,5.0,17.0,0.4705882352941176,False
37,2012-08-30,0.0,13.0,0.0,13.0,1.0,True
38,2012-08-31,1.0,9.0,0.0,10.0,0.9,True
39,2012-09-01,0.0,4.0,0.0,4.0,1.0,False
40,2012-09-04,0.0,11.0,4.0,15.0,0.7333333333333333,False
41,2012-09-05,0.0,13.0,0.0,13.0,1.0,False
42,2012-09-06,1.0,9.0,0.0,10.0,0.9,True
43,2012-09-07,0.0,6.0,0.0,6.0,1.0,True
44,2012-09-09,1.0,0.0,0.0,1.0,0.0,False
45,2012-09-10,1.0,2.0,1.0,4.0,0.5,False
46,2012-09-11,0.0,2.0,0.0,2.0,1.0,True
